Series 1
2397.1675675766896
2371.333300191334
2573.025408191334
2397.1675675766896
2574.872476191334
2472.179354191334
2703.937630191334
2804.9613141913337
2786.6236821913344
2751.2150541913343
2619.847907191334
2518.8875571913336
2414.322181191334
2387.5486151913337
2274.9977591913344
2426.2728411913336
2400.9353981913337
2387.5486151913337
2409.5163801913336
2407.332473191334
2616.611235191334
2484.7273921913347
2533.831336191334
2572.642711191334
2452.597088191334
2546.3412761913337
2588.0557131913347
2628.9801521913337
2618.9396941913337
2603.497703691334
2652.9399691913336
2629.971607191334
2489.731115191334
2412.913087191333
2559.851361191334
2286.220285191334
2223.4013951913344
2286.220285191334
2174.803942191334
2179.990193191334
2282.283339191334
2315.6272191913336
2329.260530191334
2261.320547191334
2298.955279191334
2285.4676811913337
2216.0386571913336
2295.9364121913336
2188.1177381913335
2250.7531691913337
2136.0312331913337
2188.1177381913335
2188.1177381913335
2053.8009261913335
2094.916079691334
2053.8009261913335
1847.3633741913338
1860.1290931913338
1808.8618511913346
1900.5344291913336
1853.7462336913338
1927.5091351913336
1884.703680191334
1900.5344291913336
1906.1064076913337
1855.2913161913345
1792.355148191334
1809.855701191334
1809.855701191334
1690.3986041913336
1717.7524771913336
1666.6657891913342
1705.522254191334
1639.5869511913336
1642.5624431913345
1654.6141161913342
1507.3118501913336
1639.5869511913336
1462.0510281913346
1484.681439191334
1484.681439191334
1545.8443301913337
1503.9476791913341
1545.8443301913337
1373.3714531913342
1336.5464261913335
1354.9589396913339
1376.3608841913342
1373.3714531913342
1336.5464261913335
1256.0716811913342
1256.2555531913335
1176.7959411913341
1185.3285851913338
1176.7959411913341
1120.888749691334
951.2802751913341
1025.499307191334
951.2802751913341
820.2617771913337
774.7783501913341
797.5200636913339
820.2617771913337
892.0977471913337
910.3978941913336
925.1361941913336
959.7580711913338
949.6225951913341
949.6225951913341
1012.3863591913341
959.7580711913338
1007.3285131913341
1037.6625131913338
1009.0629251913338
986.6989761913336
1008.1957191913339
1009.0629251913338
997.8809506913337
875.7947876913338
764.8905991913339
686.3434631913337
678.9748211913337
682.6591421913338
678.9748211913337
613.2301921913338
546.5893191913337
546.5893191913337
547.4855631913339
589.031129691334
694.604860191334
797.2782931913339
762.0506731913338
759.1182671913339
762.0506731913338
759.1182671913339
733.0379931913341
709.7651586913339
754.9667161913341
733.0379931913341
733.0379931913341
754.9667161913341
821.0054441913339
861.9306481913341
827.6838481913338
816.8221951913338
844.2008611913337
837.393321191334
797.6442491913341
816.8221951913338
846.3304171913338
840.6303411913341
819.137295191334
860.7801731913338
865.5183281913338
860.7801731913338
853.8671641913338
877.6552631913338
839.1698421913337
778.1287611913341
782.1396201913341
782.1396201913341
778.1287611913341
710.0063601913339
697.070600691334
668.7929341913341
592.061988191334
618.5842051913338
586.5932601913341
642.8792681913337
642.7250291913338
636.1914311913338
639.4582301913338
600.9197491913337
586.616125191334
613.2240771913339
593.7679371913339
593.7679371913339
537.776001191334
482.0010086913338
486.80501519133384
458.45791019133407
525.2759771913338
497.882736191334
486.58513919133384
521.506426191334
471.4085101913337
486.58513919133384
478.99682469133376
393.2055251913338
432.3070176913337
447.6159151913338
502.02630519133385
485.99187719133386
